Name,Alternate Name,Position,Team,Minutes,Age,Height,Weight,Offensive Role,Perimeter Shot,Grade,Off-Ball Movement,Grade,One on One,Grade,Finishing,Grade,Roll Gravity,Grade,Playmaking,Grade,Post Play,Grade,Perimeter Defense,Grade,Interior Defense,Grade,OReb,Grade,DReb,Grade,Usage,Grade,Self Creation,Grade,Year,Advanced Position
Naz Mitrou-Long,Naz Mitrou-Long,SG,UTA,1,24,4-Jun,218,Spot-up Wings,0.211,D-,0,F,0,F,0,F,0,F,0.36,D+,0,F,0,F,0.055,F,0.004,F,0,F,0.255,Low,0,Low,2017-18,Wing
Chris Boucher,Chris Boucher,PF,GSW,1,25,10-Jun,200,,0.166,F,0.002,F,0,F,0,F,0,F,0.073,F,0,F,0,F,0.056,F,0.011,F,0.069,F,0.254,Low,0,Low,2017-18,Wing
Ersan Ilyasova,Ersan Ilyasova,SF,TOT,0,30,10-Jun,235,Pick + Pop Bigs,0.791,B+,0.612,B-,0.512,C,0.458,C-,0.863,A-,0.537,C,0.834,A-,0.253,D-,0.789,B+,0.803,A-,0.751,B+,0.539,Low,0.0961,Low,2017-18,Big
Jakob Poeltl,Jakob Poeltl,SF,TOR,0,22,7-0,230,Roll + Cut Bigs,0.233,D-,0.749,B+,0.432,C-,0.888,A-,0.921,A,0.57,C+,0.438,C-,0.157,F,0.906,A,0.878,A-,0.178,F,0.349,Low,0.0383,Low,2017-18,Big
Kristaps Porzingis,Kristaps Porzingis,SF,NYK,0,22,3-Jul,240,Versatile Bigs,0.875,A-,0.884,A-,0.728,B,0.302,D,0.809,A-,0.452,C-,0.878,A-,0.291,D,0.899,A-,0.683,B,0.753,B+,0.683,Medium,0.3977,Medium,2017-18,Big
Davis Bertans,Davis Bertans,SF,SAS,0,25,10-Jun,210,Spot-up Wings,0.808,A-,0.977,A,0.492,C,0.791,B+,0.849,A-,0.574,C+,0.653,B-,0.283,D,0.805,A-,0.388,D+,0.276,D,0.308,Low,0.0514,Low,2017-18,Wing
Walter Lemon Jr.,"Walt Lemon, Jr.",SF,NOP,0,25,3-Jun,180,,0.209,D-,0.056,F,0.174,F,0.155,F,0,F,0.216,D-,0,F,0,F,0.057,F,0.022,F,0.095,F,0.116,Low,0.7333,High,2017-18,Big
Bradley Beal,Bradley Beal,SG,WAS,"2,957",25,5-Jun,207,Secondary Creators,0.874,A-,0.38,D+,0.93,A,0.938,A,0.645,B-,0.967,A,0.839,A-,0.79,B+,0.64,B-,0.62,B-,0.398,D+,0.762,Medium,0.5007,High,2018-19,Guard
Tobias Harris,Tobias Harris,PF,PHI,"2,795",26,9-Jun,235,Tall Creators,0.96,A,0.911,A,0.943,A,0.885,A-,0.831,A-,0.556,C+,0.795,B+,0.594,C+,0.673,B,0.323,D,0.856,A-,0.821,Medium,0.5657,High,2018-19,Wing
James Harden,James Harden,PG,HOU,"2,772",29,5-Jun,220,Mega Creators,0.975,A,0.736,B,0.998,A,0.756,B+,0.683,B,0.981,A,0.006,F,0.877,A-,0.543,C+,0.269,D,0.619,B-,0.842,Medium,0.8866,High,2018-19,Guard
PJ Tucker,P.J. Tucker,PF,HOU,"2,726",33,6-Jun,245,Tall Spot-up Wings,0.882,A-,0.903,A,0.313,D,0.251,D-,0.581,C+,0.162,F,0.23,D-,0.747,B+,0.656,B-,0.643,B-,0.216,D-,0.557,Medium,0.0121,Low,2018-19,Big
Paul George,Paul George,SF,OKC,"2,725",28,9-Jun,220,Primary Creators,0.97,A,0.949,A,0.884,A-,0.801,A-,0.647,B-,0.951,A,0.979,A,0.921,A,0.814,A-,0.628,B-,0.93,A,0.832,Medium,0.5692,High,2018-19,Wing
Damian Lillard,Damian Lillard,PG,POR,"2,725",28,3-Jun,195,Primary Creators,0.962,A,0.799,B+,0.831,A-,0.63,B-,0.63,B-,0.983,A,0.882,A-,0.765,B+,0.601,B-,0.398,D+,0.683,B,0.704,Medium,0.7212,High,2018-19,Guard
Kemba Walker,Kemba Walker,PG,CHO,"2,718",28,1-Jun,184,Primary Creators,0.941,A,0.562,C+,0.939,A,0.522,C,0.649,B-,0.881,A-,0.588,C+,0.718,B,0.492,C,0.173,F,0.421,C-,0.776,Medium,0.6899,High,2018-19,Guard
Ben Simmons,Ben Simmons,PG,PHI,"2,653",22,10-Jun,230,Versatile Bigs,0.112,F,0.444,C-,0.736,B,0.955,A,0.918,A,0.973,A,0.389,D+,0.859,A-,0.63,B-,0.831,A-,0.873,A-,0.618,Medium,0.6732,High,2018-19,Guard
Kevin Durant,Kevin Durant,PF,GSW,"2,618",30,9-Jun,240,Tall Creators,0.958,A,0.954,A,0.989,A,0.973,A,0.769,B+,0.979,A,0.82,A-,0.724,B,0.865,A-,0.112,F,0.865,A-,0.853,High,0.636,High,2018-19,Wing
DeMar DeRozan,DeMar DeRozan,SG,SAS,"2,595",29,7-Jun,220,Mega Creators,0.259,D-,0.277,D,0.892,A-,0.949,A,0.639,B-,0.946,A,0.51,C,0.666,B,0.507,C,0.131,F,0.778,B+,0.59,Medium,0.757,High,2018-19,Wing
LaMarcus Aldridge,LaMarcus Aldridge,C,SAS,"2,594",33,11-Jun,260,Versatile Bigs,0.272,D,0.436,C-,0.797,B+,0.979,A,0.833,A-,0.599,C+,0.755,B+,0.619,B-,0.907,A,0.843,A-,0.875,A-,0.558,Medium,0.518,High,2018-19,Big
Steven Adams,Steven Adams,C,OKC,"2,569",25,7-0,265,Versatile Bigs,0.086,F,0.537,C,0.268,D,0.969,A,0.953,A,0.178,F,0.649,B-,0.891,A-,0.946,A,0.987,A,0.372,D+,0.554,Medium,0.3837,Medium,2018-19,Big
Klay Thompson,Klay Thompson,SG,GSW,"2,567",28,7-Jun,215,Movement Wings,0.996,A,0.953,A,0.719,B,0.817,A-,0.588,C+,0.857,A-,0.888,A-,0.801,A-,0.754,B+,0.194,F,0.108,F,0.722,Medium,0.1917,Low,2018-19,Wing
Buddy Hield,Buddy Hield,SG,SAC,"2,541",26,4-Jun,214,Glue Guys,0.992,A,0.994,A,0.825,A-,0.622,B-,0.607,B-,0.71,B,0.871,A-,0.501,C,0.697,B,0.653,B-,0.175,F,0.685,Medium,0.3391,Medium,2018-19,Wing
Josh Richardson,Josh Richardson,SG,MIA,"2,539",25,6-Jun,200,Secondary Creators,0.886,A-,0.861,A-,0.512,C,0.431,C-,0.624,B-,0.689,B,0.879,A-,0.77,B+,0.731,B,0.402,C-,0.338,D,0.712,Medium,0.4361,Medium,2018-19,Wing
Blake Griffin,Blake Griffin,PF,DET,"2,536",29,10-Jun,250,Tall Creators,0.905,A,0.787,B+,0.983,A,0.967,A,0.786,B+,0.817,A-,0.528,C,0.703,B,0.413,C-,0.605,B-,0.951,A,0.791,Medium,0.6972,High,2018-19,Big
Aaron Gordon,Aaron Gordon,PF,ORL,"2,531",23,9-Jun,220,Glue Guys,0.743,B+,0.55,C+,0.63,B-,0.856,A-,0.791,B+,0.909,A,0.499,C,0.723,B,0.764,B+,0.822,A-,0.949,A,0.644,Medium,0.4098,Medium,2018-19,Big
Bojan Bogdanovic,Bojan Bogdanovic,SF,IND,"2,519",29,8-Jun,216,Movement Wings,0.979,A,0.975,A,0.935,A,0.786,B+,0.571,C+,0.624,B-,0.62,B-,0.483,C,0.637,B-,0.087,F,0.488,C,0.651,Medium,0.329,Medium,2018-19,Wing
Andre Drummond,Andre Drummond,C,DET,"2,512",25,11-Jun,279,Versatile Bigs,0.24,D-,0.583,C+,0.841,A-,0.918,A,0.875,A-,0.205,D-,0.548,C+,0.759,B+,0.884,A-,0.992,A,0.829,A-,0.643,Medium,0.2986,Medium,2018-19,Big
Collin Sexton,Collin Sexton,PG,CLE,"2,495",20,2-Jun,190,Primary Creators,0.952,A,0.651,B-,0.59,C+,0.437,C-,0.49,C,0.563,C+,0.653,B-,0.393,D+,0.103,F,0.18,F,0.237,D-,0.519,Low,0.6768,High,2018-19,Guard
Donovan Mitchell,Donovan Mitchell,SG,UTA,"2,494",22,3-Jun,215,Primary Creators,0.859,A-,0.321,D,0.898,A-,0.579,C+,0.541,C+,0.947,A,0.759,B+,0.698,B,0.622,B-,0.431,C-,0.634,B-,0.673,Medium,0.6569,High,2018-19,Guard
De'Aaron Fox,De Aaron Fox,PG,SAC,"2,486",21,3-Jun,175,Primary Creators,0.806,A-,0.85,A-,0.818,A-,0.865,A-,0.298,D,0.98,A,0.949,A,0.81,A-,0.677,B,0.159,F,0.25,D-,0.614,Medium,0.7726,High,2018-19,Guard
Karl-Anthony Towns,Karl-Anthony Towns,C,MIN,"2,483",23,7-0,248,Versatile Bigs,0.931,A,0.829,A-,0.926,A,0.984,A,0.968,A,0.847,A-,0.805,A-,0.677,B,0.89,A-,0.972,A,0.767,B+,0.83,Medium,0.4669,Medium,2018-19,Big
Russell Westbrook,Russell Westbrook,PG,OKC,"2,483",30,3-Jun,200,Mega Creators,0.562,C+,0.632,B-,0.45,C-,0.862,A-,0.615,B-,0.987,A,0.315,D,0.747,B+,0.64,B-,0.381,D+,0.991,A,0.52,Low,0.7745,High,2018-19,Guard
Rudy Gobert,Rudy Gobert,C,UTA,"2,477",26,1-Jul,245,Roll + Cut Bigs,0,F,0.789,B+,0.446,C-,0.99,A,1,A,0.462,C,0.824,A-,0.737,B,0.993,A,0.913,A,0.954,A,0.515,Low,0.1346,Low,2018-19,Big
Justin Holiday,Justin Holiday,SG,MEM,"2,469",29,6-Jun,181,Movement Wings,0.787,B+,0.328,D,0.389,D+,0.337,D,0.554,C+,0.342,D+,0.873,A-,0.668,B,0.626,B-,0.395,D+,0.211,D-,0.569,Medium,0.1435,Low,2018-19,Wing
Jerami Grant,Jerami Grant,PF,OKC,"2,469",24,9-Jun,220,Pick + Pop Bigs,0.867,A-,0.288,D,0.746,B+,0.77,B+,0.738,B,0.065,F,0.994,A,0.75,B+,0.931,A,0.649,B-,0.326,D,0.756,Medium,0.1466,Low,2018-19,Wing
Pascal Siakam,Pascal Siakam,PF,TOR,"2,465",24,9-Jun,230,Glue Guys,0.591,C+,0.742,B+,0.966,A,0.977,A,0.734,B,0.729,B,0.256,D-,0.876,A-,0.882,A-,0.734,B,0.854,A-,0.805,Medium,0.4237,Medium,2018-19,Big
Evan Fournier,Evan Fournier,SG,ORL,"2,459",26,7-Jun,205,Secondary Creators,0.724,B,0.719,B,0.687,B,0.694,B,0.51,C,0.948,A,0.725,B,0.619,B-,0.509,C,0.258,D-,0.4,C-,0.536,Low,0.4211,Medium,2018-19,Wing
Joe Ingles,Joe Ingles,PF,UTA,"2,456",31,8-Jun,226,Secondary Creators,0.933,A,0.732,B,0.476,C,0.737,B,0.416,C-,0.975,A,0.342,D+,0.74,B,0.403,C-,0.389,D+,0.584,C+,0.559,Medium,0.4146,Medium,2018-19,Wing
Harrison Barnes,Harrison Barnes,PF,SAC,"2,453",26,8-Jun,225,Movement Wings,0.943,A,0.385,D+,0.903,A,0.554,C+,0.748,B+,0.172,F,0.535,C,0.702,B,0.585,C+,0.324,D,0.689,B,0.72,Medium,0.4757,Medium,2018-19,Wing
Nikola Vucevic,Nikola Vucevic,C,ORL,"2,447",28,7-0,260,Versatile Bigs,0.665,B,0.402,C-,0.964,A,0.975,A,0.867,A-,0.955,A,0.626,B-,0.718,B,0.956,A,0.947,A,0.977,A,0.774,Medium,0.3495,Medium,2018-19,Big
Trae Young,Trae Young,PG,ATL,"2,442",20,2-Jun,180,Primary Creators,0.661,B,0.531,C,0.664,B,0.608,B-,0.518,C,0.986,A,0.015,F,0.472,C,0.169,F,0.304,D,0.207,D-,0.5,Low,0.7258,High,2018-19,Guard
Thaddeus Young,Thaddeus Young,PF,IND,"2,434",30,8-Jun,221,Versatile Bigs,0.531,C,0.499,C,0.685,B,0.924,A,0.744,B+,0.7,B,0.569,C+,0.936,A,0.567,C+,0.799,B+,0.144,F,0.636,Medium,0.3461,Medium,2018-19,Big
Jayson Tatum,Jayson Tatum,SF,BOS,"2,415",20,8-Jun,208,Tall Creators,0.865,A-,0.63,B-,0.495,C,0.813,A-,0.704,B,0.464,C,0.674,B,0.69,B,0.696,B,0.342,D+,0.848,A-,0.667,Medium,0.499,Medium,2018-19,Wing
Nikola Jokic,Nikola Jokic,C,DEN,"2,414",23,7-0,250,Versatile Bigs,0.592,C+,0.835,A-,0.782,B+,0.988,A,0.846,A-,0.986,A,0.744,B+,0.853,A-,0.885,A-,0.945,A,0.939,A,0.627,Medium,0.4075,Medium,2018-19,Big
Andrew Wiggins,Andrew Wiggins,SF,MIN,"2,408",23,8-Jun,194,Tall Creators,0.731,B,0.431,C-,0.759,B+,0.591,C+,0.674,B,0.586,C+,0.381,D+,0.645,B-,0.543,C+,0.524,C,0.186,F,0.68,Medium,0.5481,High,2018-19,Wing
Jrue Holiday,Jrue Holiday,SG,NOP,"2,402",28,4-Jun,205,Primary Creators,0.646,B-,0.93,A,0.833,A-,0.908,A,0.844,A-,0.978,A,0.886,A-,0.933,A,0.337,D,0.577,C+,0.558,C+,0.778,Medium,0.6448,High,2018-19,Wing
D'Angelo Russell,D'Angelo Russell,PG,BRK,"2,366",22,5-Jun,198,Primary Creators,0.945,A,0.545,C+,0.835,A-,0.519,C,0.228,D-,0.985,A,0.546,C+,0.687,B,0.478,C,0.38,D+,0.302,D,0.652,Medium,0,Low,2018-19,Guard
JJ Redick,J.J. Redick,SG,PHI,"2,355",34,4-Jun,200,Movement Wings,0.989,A,0.97,A,0.82,A-,0.306,D,0.351,D+,0.893,A-,0.896,A-,0.43,C-,0.602,B-,0.237,D-,0.106,F,0.571,Medium,0.1341,Low,2018-19,Wing
Marc Gasol,Marc Gasol,C,TOR,"2,352",34,1-Jul,255,Versatile Bigs,0.72,B,0.751,B+,0.774,B+,0.639,B-,0.759,B+,0.958,A,0.619,B-,0.809,A-,0.926,A,0.482,C,0.934,A,0.588,Medium,0.3272,Medium,2018-19,Big
Trevor Ariza,Trevor Ariza,SF,WAS,"2,349",33,8-Jun,215,Glue Guys,0.728,B,0.169,F,0.497,C,0.439,C-,0.497,C,0.837,A-,0.463,C,0.611,B-,0.174,F,0.133,F,0.774,B+,0.494,Low,0.2534,Medium,2018-19,Wing
Jamal Murray,Jamal Murray,PG,DEN,"2,346",21,4-Jun,207,Movement Wings,0.844,A-,0.852,A-,0.681,B,0.442,C-,0.824,A-,0.931,A,0.905,A,0.668,B,0.59,C+,0.626,B-,0.615,B-,0.7,Medium,0.5023,High,2018-19,Guard
Mike Conley,Mike Conley,PG,MEM,"2,342",31,1-Jun,175,Primary Creators,0.891,A-,0.977,A,0.951,A,0.556,C+,0.288,D,0.919,A,0.854,A-,0.843,A-,0.704,B,0.347,D+,0.446,C-,0.688,Medium,0.6245,High,2018-19,Guard
Cedi Osman,Cedi Osman,SF,CLE,"2,339",23,8-Jun,215,Secondary Creators,0.737,B,0.909,A,0.822,A-,0.661,B,0.687,B,0.465,C,0.825,A-,0.608,B-,0.43,C-,0.156,F,0.655,B-,0.612,Medium,0.4158,Medium,2018-19,Wing
Giannis Antetokounmpo,Giannis Antetokounmpo,PF,MIL,"2,334",24,11-Jun,242,Glue Guys,0.438,C-,0.694,B,0.97,A,1,A,0.966,A,0.802,A-,0.708,B,0.804,A-,0.952,A,0.71,B,0.979,A,0.74,Medium,0.5508,High,2018-19,Big
Khris Middleton,Khris Middleton,SF,MIL,"2,322",27,8-Jun,222,Secondary Creators,0.973,A,0.343,D+,0.871,A-,0.53,C,0.672,B,0.963,A,0.493,C,0.765,B+,0.435,C-,0.165,F,0.814,A-,0.81,Medium,0.6065,High,2018-19,Wing
CJ McCollum,C.J. McCollum,SG,POR,"2,321",27,3-Jun,190,Primary Creators,0.956,A,0.973,A,0.958,A,0.6,C+,0.391,D+,0.711,B,0.658,B-,0.669,B,0.544,C+,0.518,C,0.461,C,0.657,Medium,0.5286,High,2018-19,Wing
Kyle Kuzma,Kyle Kuzma,PF,LAL,"2,314",23,9-Jun,220,Glue Guys,0.581,C+,0.271,D,0.844,A-,0.844,A-,0.784,B+,0.787,B+,0.746,B+,0.651,B-,0.809,A-,0.359,D+,0.505,C,0.675,Medium,0.3318,Medium,2018-19,Wing
Mikal Bridges,Mikal Bridges,SF,PHO,"2,294",22,7-Jun,210,Spot-up Wings,0.69,B,0.939,A,0.558,C+,0.538,C,0.535,C,0.618,B-,0.801,A-,0.904,A,0.831,A-,0.565,C+,0.324,D,0.602,Medium,0.1373,Low,2018-19,Wing
Luka Doncic,Luka Doncic,SG,DAL,"2,286",19,7-Jun,218,Primary Creators,0.726,B,0.818,A-,0.702,B,0.791,B+,0.552,C+,0.903,A,0.469,C,0.41,C-,0.418,C-,0.611,B-,0.907,A,0.531,Low,0.6951,High,2018-19,Guard
Brook Lopez,Brook Lopez,C,MIL,"2,268",30,7-0,270,Tall Spot-up Wings,0.792,B+,0.831,A-,0.994,A,0.916,A,0.932,A,0.267,D,0.638,B-,0.685,B,0.977,A,0.423,C-,0.575,C+,0.812,Medium,0.1611,Low,2018-19,Big
Nicolas Batum,Nicolas Batum,SF,CHO,"2,268",30,8-Jun,200,Glue Guys,0.92,A,0.713,B,0.824,A-,0.595,C+,0.651,B-,0.759,B+,0.808,A-,0.755,B+,0.819,A-,0.615,B-,0.565,C+,0.736,Medium,0.3548,Medium,2018-19,Wing
Stephen Curry,Stephen Curry,PG,GSW,"2,256",30,3-Jun,190,Secondary Creators,0.998,A,0.998,A,0.863,A-,0.838,A-,0.755,B+,0.968,A,0.941,A,0.728,B,0.453,C-,0.321,D,0.503,C,0.769,Medium,0.405,Medium,2018-19,Guard
Devin Booker,Devin Booker,SG,PHO,"2,242",22,6-Jun,210,Primary Creators,0.751,B+,0.598,C+,0.911,A,0.83,A-,0.641,B-,0.981,A,0.977,A,0.416,C-,0.551,C+,0.277,D,0.249,D-,0.655,Medium,0.6867,High,2018-19,Guard
Joe Harris,Joe Harris,SG,BRK,"2,229",27,6-Jun,218,Movement Wings,1,A,1,A,0.765,B+,0.509,C,0.446,C-,0.64,B-,0.915,A,0.532,C,0.708,B,0.271,D,0.072,F,0.602,Medium,0.0519,Low,2018-19,Guard
Eric Bledsoe,Eric Bledsoe,PG,MIL,"2,215",29,1-Jun,205,Primary Creators,0.61,B-,0.837,A-,0.837,A-,0.94,A,0.789,B+,0.978,A,0.918,A,0.949,A,0.661,B,0.55,C+,0.535,C,0.742,Medium,0.5462,High,2018-19,Guard
Al-Farouq Aminu,Al Farouq Aminu,PF,POR,"2,215",28,9-Jun,220,Tall Spot-up Wings,0.642,B-,0.332,D,0.945,A,0.71,B,0.59,C+,0.281,D,0.691,B,0.795,B+,0.786,B+,0.772,B+,0.867,A-,0.29,Low,0.0826,Low,2018-19,Wing
Bryn Forbes,Bryn Forbes,SG,SAS,"2,205",25,3-Jun,190,Secondary Creators,0.991,A,0.991,A,0.879,A-,0.339,D,0.34,D,0.42,C-,0.258,D-,0.47,C,0.288,D,0.057,F,0.41,C-,0.609,Medium,0.3515,Medium,2018-19,Wing
Julius Randle,Julius Randle,PF,NOP,"2,194",24,9-Jun,250,Versatile Bigs,0.613,B-,0.791,B+,0.973,A,0.971,A,0.96,A,0.923,A,0.628,B-,0.601,B-,0.725,B,0.829,A-,0.825,A-,0.729,Medium,0.4564,Medium,2018-19,Big
Reggie Jackson,Reggie Jackson,PG,DET,"2,192",28,3-Jun,208,Primary Creators,0.895,A-,0.753,B+,0.738,B,0.407,C-,0.62,B-,0.755,B+,0.442,C-,0.584,C+,0.241,D-,0.436,C-,0.121,F,0.668,Medium,0.6009,High,2018-19,Guard
Deandre Ayton,Deandre Ayton,C,PHO,"2,183",20,1-Jul,250,Versatile Bigs,0.105,F,0.533,C,0.611,B-,0.961,A,0.899,A-,0.262,D,0.827,A-,0.681,B,0.743,B+,0.937,A,0.975,A,0.543,Low,0.417,Medium,2018-19,Big
Dennis Schroder,Dennis Schroder,PG,OKC,"2,182",25,1-Jun,172,Primary Creators,0.676,B,0.389,D+,0.854,A-,0.491,C,0.48,C,0.944,A,0.351,D+,0.577,C+,0.512,C,0.199,F,0.583,C+,0.54,Low,0.7131,High,2018-19,Guard
D.J. Augustin,D.J. Augustin,PG,ORL,"2,179",31,6-0,183,Primary Creators,0.966,A,0.446,C-,0.548,C+,0.7,B,0.296,D,0.967,A,0.015,F,0.552,C+,0.217,D-,0.319,D,0.552,C+,0.53,Low,0,Low,2018-19,Guard
Willie Cauley-Stein,Willie Cauley-Stein,C,SAC,"2,176",25,7-0,240,Roll + Cut Bigs,0.122,F,0.216,D-,0.488,C,0.848,A-,0.924,A,0.785,B+,0.681,B,0.864,A-,0.494,C,0.808,A-,0.806,A-,0.592,Medium,0.2935,Medium,2018-19,Big
Zach LaVine,Zach LaVine,SG,CHI,"2,171",23,5-Jun,200,Primary Creators,0.909,A,0.459,C-,0.977,A,0.832,A-,0.689,B,0.922,A,0.455,C-,0.585,C+,0.485,C,0.154,F,0.674,B,0.745,Medium,0.7038,High,2018-19,Wing
Jimmy Butler,Jimmy Butler,SF,PHI,"2,169",29,8-Jun,232,Movement Wings,0.693,B,0.972,A,0.852,A-,0.854,A-,0.787,B+,0.96,A,0.632,B-,0.816,A-,0.616,B-,0.835,A-,0.343,D+,0.799,Medium,0.5904,High,2018-19,Wing
Clint Capela,Clint Capela,C,HOU,"2,163",24,10-Jun,240,Roll + Cut Bigs,0,F,0.727,B,0.393,D+,0.932,A,0.949,A,0.222,D-,0.806,A-,0.682,B,0.913,A,0.994,A,0.958,A,0.487,Low,0.0678,Low,2018-19,Big
Kyrie Irving,Kyrie Irving,PG,BOS,"2,152",26,3-Jun,193,Primary Creators,0.977,A,0.827,A-,0.941,A,0.842,A-,0.713,B,0.984,A,0.975,A,0.833,A-,0.521,C,0.507,C,0.195,F,0.845,Medium,0.5969,High,2018-19,Guard
Marcus Smart,Marcus Smart,SG,BOS,"2,152",24,4-Jun,220,Glue Guys,0.756,B+,0.731,B,0.484,C,0.614,B-,0.655,B-,0.916,A,0.478,C,0.934,A,0.443,C-,0.484,C,0.127,F,0.711,Medium,0.4,Medium,2018-19,Wing
Danny Green,Danny Green,SG,TOR,"2,137",31,6-Jun,215,Spot-up Wings,0.994,A,0.368,D+,0.33,D,0.304,D,0.676,B,0.389,D+,0.567,C+,0.896,A-,0.612,B-,0.632,B-,0.355,D+,0.677,Medium,0.1344,Low,2018-19,Wing
Jeremy Lamb,Jeremy Lamb,SG,CHO,"2,136",26,5-Jun,185,Secondary Creators,0.808,A-,0.968,A,0.947,A,0.415,C-,0.433,C-,0.557,C+,0.26,D-,0.687,B,0.332,D,0.499,C,0.6,C+,0.637,Medium,0.4525,Medium,2018-19,Wing
Kyle Lowry,Kyle Lowry,PG,TOR,"2,135",32,1-Jun,196,Secondary Creators,0.811,A-,0.355,D+,0.531,C,0.749,B+,0.435,C-,0.985,A,0.254,D-,0.814,A-,0.748,B+,0.245,D-,0.167,F,0.549,Low,0.4763,Medium,2018-19,Guard
Jordan Clarkson,Jordan Clarkson,SG,CLE,"2,134",26,5-Jun,194,Primary Creators,0.73,B,0.706,B,0.886,A-,0.784,B+,0.742,B+,0.641,B-,0.75,B+,0.446,C-,0.465,C,0.712,B,0.209,D-,0.662,Medium,0.564,High,2018-19,Guard
Marvin Williams,Marvin Williams,PF,CHO,"2,133",32,9-Jun,237,Tall Spot-up Wings,0.85,A-,0.338,D,0.814,A-,0.441,C-,0.805,A-,0.153,F,0.694,B,0.722,B,0.782,B+,0.641,B-,0.573,C+,0.749,Medium,0.0982,Low,2018-19,Wing
Joel Embiid,Joel Embiid,C,PHI,"2,127",24,7-0,250,Versatile Bigs,0.516,C,0.245,D-,0.922,A,0.982,A,0.793,B+,0.819,A-,0.884,A-,0.68,B,0.992,A,0.664,B,0.972,A,0.651,Medium,0.5028,High,2018-19,Big
Patrick Beverley,Patrick Beverly,PG,LAC,"2,115",30,1-Jun,185,Secondary Creators,0.922,A,0.884,A-,0.406,C-,0.287,D,0.387,D+,0.712,B,0.471,C,0.815,A-,0.702,B,0.717,B,0.518,C,0.341,Low,0.4277,Medium,2018-19,Guard
Darren Collison,Darren Collison,PG,IND,"2,104",31,6-0,175,Primary Creators,0.88,A-,0.581,C+,0.442,C-,0.606,B-,0.3,D,0.914,A,0.729,B,0.695,B,0.557,C+,0.161,F,0.152,F,0.596,Medium,0.63,High,2018-19,Guard
Jae Crowder,Jae Crowder,SF,UTA,"2,086",28,6-Jun,235,Spot-up Wings,0.68,B,0.235,D-,0.751,B+,0.515,C,0.693,B,0.29,D,0.505,C,0.677,B,0.652,B-,0.531,C,0.59,C+,0.574,Medium,0.1386,Low,2018-19,Wing
Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,PG,LAC,"2,084",20,6-Jun,181,Primary Creators,0.701,B,0.833,A-,0.704,B,0.772,B+,0.564,C+,0.618,B-,0.742,B+,0.845,A-,0.6,C+,0.385,D+,0.307,D,0.623,Medium,0.6138,High,2018-19,Guard
Eric Gordon,Eric Gordon,SG,HOU,"2,084",30,4-Jun,215,Spot-up Wings,0.884,A-,0.438,C-,0.869,A-,0.628,B-,0.448,C-,0.804,A-,0.004,F,0.682,B,0.491,C,0.178,F,0.154,F,0.602,Medium,0.3304,Medium,2018-19,Wing
Tomas Satoransky,Tomas Satoransky,PG,WAS,"2,080",27,7-Jun,210,Secondary Creators,0.741,B+,0.814,A-,0.467,C,0.881,A-,0.7,B,0.96,A,0.939,A,0.697,B,0.444,C-,0.715,B,0.381,D+,0.65,Medium,0.4245,Medium,2018-19,Guard
Montrezl Harrell,Montrezl Harrell,C,LAC,"2,077",25,8-Jun,240,Versatile Bigs,0.181,F,0.704,B,0.96,A,0.998,A,0.998,A,0.462,C,0.7,B,0.755,B+,0.842,A-,0.89,A-,0.137,F,0.676,Medium,0.3773,Medium,2018-19,Big
Myles Turner,Myles Turner,C,IND,"2,074",22,11-Jun,250,Roll + Cut Bigs,0.771,B+,0.192,F,0.763,B+,0.893,A-,0.77,B+,0.338,D,0.738,B,0.725,B,0.924,A,0.607,B-,0.11,F,0.685,Medium,0.1763,Low,2018-19,Big
Terrence Ross,Terrence Ross,SG,ORL,"2,067",27,7-Jun,206,Movement Wings,0.985,A,0.454,C-,0.721,B,0.38,D+,0.292,D,0.79,B+,0.736,B,0.447,C-,0.327,D,0.192,F,0.571,C+,0.557,Medium,0.3105,Medium,2018-19,Wing
Tim Hardaway Jr.,Tim Hardaway,SG,DAL,"2,057",26,6-Jun,205,Primary Creators,0.804,A-,0.417,C-,0.846,A-,0.435,C-,0.528,C,0.496,C,0.962,A,0.593,C+,0.254,D-,0.195,F,0.125,F,0.706,Medium,0.4101,Medium,2018-19,Wing
DeAndre Jordan,DeAndre Jordan,C,NYK,"2,047",30,11-Jun,265,Roll + Cut Bigs,0,F,0.592,C+,0.292,D,0.92,A,0.996,A,0.708,B,0.539,C,0.614,B-,0.869,A-,0.93,A,0.973,A,0.476,Low,0.2403,Low,2018-19,Big
Wesley Matthews,Wesley Matthews,SF,IND,"2,045",32,5-Jun,220,Versatile Bigs,0.888,A-,0.92,A,0.537,C,0.341,D+,0.577,C+,0.823,A-,0.412,C-,0.54,C,0.266,D,0.378,D+,0.159,F,0.626,Medium,0.3278,Medium,2018-19,Wing
Marcus Morris,Marcus Morris,PF,BOS,"2,036",29,9-Jun,235,Tall Spot-up Wings,0.924,A,0.905,A,0.803,A-,0.846,A-,0.911,A,0.458,C-,0.776,B+,0.645,B-,0.607,B-,0.497,C,0.894,A-,0.745,Medium,0.2948,Medium,2018-19,Wing
Jarrett Allen,Jarrett Allen,C,BRK,"2,034",20,11-Jun,237,Roll + Cut Bigs,0.261,D,0.6,C+,0.239,D-,0.922,A,0.907,A,0.474,C,0.909,A,0.592,C+,0.822,A-,0.827,A-,0.241,D-,0.411,Low,0.0137,Low,2018-19,Big
